area_type,availability,size,society,total_sqft,bath,balcony,price,site_location
Super built-up  Area,19-Jul,3 BHK,,3489,3,1,662,Machabolaram
Super built-up  Area,Ready To Move,3 BHK,Soitya ,1697,3,2,110,Machabolaram
Plot  Area,Ready To Move,4 Bedroom,Adowslm,10200,4,1,1250,Machabolaram
Super built-up  Area,Ready To Move,3 BHK,,1284,2,2,75,Machabolaram
Super built-up  Area,Ready To Move,2 BHK,Inulat ,1200,2,3,60,Machabolaram
Plot  Area,Ready To Move,2 Bedroom,,780,2,1,72,Machabolaram
Built-up  Area,Ready To Move,2 BHK,Macanr ,1000,2,2,48,Machabolaram
Super built-up  Area,18-Jun,2 BHK,,1015,2,1,40.1,Machabolaram
Super built-up  Area,Ready To Move,1 BHK,IBityin,666,1,1,36.8,Machabolaram
Carpet  Area,Ready To Move,1 BHK,Jae 1hu,460,1,1,13,Machabolaram
Super built-up  Area,Ready To Move,2 BHK,PentyVB,1181,2,2,57,Machabolaram
Plot  Area,Ready To Move,3 Bedroom,,2646,3,,99,Machabolaram
Super built-up  Area,Ready To Move,1 BHK,,450,1,1,15,Machabolaram
Super built-up  Area,22-Dec,3 BHK,PrarePa,1365,3,1,76.18,Machabolaram
Super built-up  Area,Ready To Move,3 BHK,SJityVe,1609,3,3,115,Machabolaram
Built-up  Area,Ready To Move,4 BHK,,3420,3,2,410,Machabolaram
Super built-up  Area,Ready To Move,3 BHK,Eladero,1680,3,2,125,Machabolaram
Plot  Area,Ready To Move,4 Bedroom,,1200,4,0,130,Machabolaram
Plot  Area,Ready To Move,3 Bedroom,,600,2,1,85,Machabolaram
Super built-up  Area,Ready To Move,2 BHK,Aconyit,1115,2,1,50,Machabolaram
Built-up  Area,Ready To Move,3 BHK,ChionCo,1757,3,3,98,Machabolaram
Super built-up  Area,Ready To Move,3 BHK,Patri M,1319,3,1,37.75,Machabolaram
Super built-up  Area,Ready To Move,3 BHK,,1495,3,2,60,Machabolaram
Super built-up  Area,Ready To Move,5 BHK,Emine P,5384,5,3,420,Machabolaram
Super built-up  Area,Ready To Move,2 BHK,SagasSa,1100,2,2,48,Machabolaram
Super built-up  Area,Ready To Move,2 BHK,Shnto F,1250,2,1,55,Machabolaram
Super built-up  Area,22-Jan,3 BHK,,1254,2,1,70,Machabolaram
Super built-up  Area,18-May,3 BHK,AsastDe,1157,2,1,72,Machabolaram
Super built-up  Area,19-Dec,1 BHK,Vaniai ,610 - 615,1,0,27.565,Machabolaram
Built-up  Area,Ready To Move,2 BHK,DSeme S,1150,2,1,42,Machabolaram
Plot  Area,Ready To Move,4 Bedroom,,5400,4,,250,Machabolaram
Super built-up  Area,Ready To Move,4 BHK,Thessmm,3000,4,2,235,Machabolaram
Super built-up  Area,18-Apr,2 BHK,PualeSk,1346,2,1,74.03,Machabolaram
Built-up  Area,Ready To Move,3 BHK,,1990,3,3,98,Machabolaram
Super built-up  Area,Ready To Move,2 BHK,,1102,2,2,53.67,Machabolaram
Super built-up  Area,Ready To Move,3 BHK,GCiewty,1222,2,1,68,Machabolaram
Super built-up  Area,Ready To Move,2 BHK,Srsami ,1135,2,2,58,Machabolaram
Super built-up  Area,18-Jun,2 BHK,Asarqz ,1277,2,1,77,Machabolaram
Super built-up  Area,Ready To Move,2 BHK,SLowse ,1139.7,2,1,45,Machabolaram
Super built-up  Area,19-Sep,3 BHK,DSersus,1520 - 1759,3,0,92.63,Machabolaram
Built-up  Area,Ready To Move,2 BHK,,760,2,1,37.49,Machabolaram
Super built-up  Area,Ready To Move,2 BHK,Priew P,1220,2,1,89,Machabolaram
Built-up  Area,Ready To Move,2 BHK,,1115,2,1,115,Machabolaram
Super built-up  Area,Ready To Move,1 BHK,Srg Bnc,675,1,1,35,Machabolaram
Plot  Area,Ready To Move,3 Bedroom,,1750,3,2,120,Machabolaram
Built-up  Area,Ready To Move,3 Bedroom,,800,2,0,60,Machabolaram
Super built-up  Area,Ready To Move,3 BHK,SNity S,1920,3,3,122,Machabolaram
Super built-up  Area,Ready To Move,3 BHK,,1400,2,2,78,Machabolaram
Super built-up  Area,Ready To Move,3 BHK,Saent A,1321,2,,40,Machabolaram
Super built-up  Area,Ready To Move,2 BHK,SLayaer,1300,2,1,33,Machabolaram
Super built-up  Area,Ready To Move,2 BHK,,1284,2,2,53.36,Machabolaram
Super built-up  Area,Ready To Move,3 BHK,SrisePo,1844,3,1,89,Machabolaram
Super built-up  Area,18-May,2 BHK,Alestrb,1314,2,3,80,Machabolaram
Super built-up  Area,Ready To Move,2 BHK,,1160,2,2,42,Machabolaram
Super built-up  Area,Ready To Move,2 BHK,Brway G,1440,2,2,165,Machabolaram
Super built-up  Area,Ready To Move,2 BHK,Prodsth,890,2,3,37,Machabolaram
Super built-up  Area,Ready To Move,3 BHK,Adaveth,1500,2,3,82,Machabolaram
Super built-up  Area,Ready To Move,3 BHK,BMmesHo,1486,2,2,65,Machabolaram
Super built-up  Area,Ready To Move,3 BHK,Prtanha,2215,4,2,152,Machabolaram
Built-up  Area,Ready To Move,6 Bedroom,,4400,6,3,250,Bowenpally
Plot  Area,Ready To Move,3 Bedroom,,1500,3,2,100,Bowenpally
Super built-up  Area,21-Dec,3 BHK,Sodgere,1868,3,2,131,Bowenpally
Super built-up  Area,Ready To Move,2 BHK,Mangsr ,1075,2,2,60,Bowenpally
Built-up  Area,Ready To Move,2 BHK,,1020,2,2,63,Bowenpally
Plot  Area,Ready To Move,4 Bedroom,,1780,4,3,175,Bowenpally
Super built-up  Area,Ready To Move,3 BHK,Vaodspe,1200,3,2,46,Bowenpally
Super built-up  Area,Ready To Move,2 BHK,Soiniy ,1341,2,1,97,Bowenpally
Super built-up  Area,Ready To Move,3 BHK,Prityel,1075,3,2,36,Bowenpally
Built-up  Area,18-Mar,2 BHK,Dieldli,1047,2,1,82,Bowenpally
Plot  Area,Ready To Move,4 Bedroom,,1215,4,3,205,Bowenpally
Super built-up  Area,Ready To Move,3 BHK,,1600,3,2,75,Bowenpally
Plot  Area,18-Dec,3 Bedroom,,1200,3,1,68.4,Bowenpally
Super built-up  Area,Ready To Move,3 BHK,SatatHa,1610,3,1,90,Bowenpally
Super built-up  Area,Ready To Move,2 BHK,,1700,2,2,150,Bowenpally
Plot  Area,Ready To Move,3 Bedroom,,600,3,2,75,Bowenpally
Super built-up  Area,Ready To Move,2 BHK,Sancei ,1100,2,2,37.1,Bowenpally
Plot  Area,Ready To Move,4 Bedroom,,2200,4,3,235,Bowenpally
Super built-up  Area,Ready To Move,2 BHK,Putus L,1296,2,1,75,Bowenpally
Plot  Area,Ready To Move,2 Bedroom,,1200,2,0,67,Bowenpally
Super built-up  Area,17-Oct,4 BHK,NiCodCa,2025,4,3,109,Bowenpally
Super built-up  Area,18-Jul,2 BHK,Mahesr ,1161,2,1,55.15,Bowenpally
Super built-up  Area,18-May,3 BHK,PualeSk,1929,4,1,103,Bowenpally
Super built-up  Area,19-Oct,2 BHK,Brareio,1233,2,2,77.65,Bowenpally
Built-up  Area,Ready To Move,2 BHK,,1060,2,2,55,Bowenpally
Super built-up  Area,Ready To Move,3 BHK,PuandHi,1660,3,3,75,Bowenpally
Super built-up  Area,Ready To Move,2 BHK,A idse ,1065,2,2,50,Bowenpally
Super built-up  Area,Ready To Move,3 BHK,SosicCl,1754,3,2,124,Bowenpally
Built-up  Area,Ready To Move,2 BHK,,1150,2,1,54,Bowenpally
Plot  Area,Ready To Move,4 Bedroom,,525,5,2,56,Bowenpally
Super built-up  Area,Ready To Move,2 BHK,Mahosya,1420,2,1,99.39,Bowenpally
Super built-up  Area,Ready To Move,2 BHK,,1105,2,2,49.73,Bowenpally
Super built-up  Area,Ready To Move,1 BHK,DShtsow,794,1,1,60,Bowenpally
Super built-up  Area,Ready To Move,3 BHK,Cerasy ,1700,3,2,90,Bowenpally
Super built-up  Area,Ready To Move,3 BHK,Saite G,1370,2,2,75,Bowenpally
Plot  Area,Ready To Move,6 Bedroom,,2480,4,1,750,Bowenpally
Plot  Area,Ready To Move,5 Bedroom,,750,4,0,62,Bowenpally
Super built-up  Area,Ready To Move,3 BHK,,1375,3,2,59,Bowenpally
Built-up  Area,Ready To Move,4 BHK,Srsica ,1700,4,,108,Bowenpally
Super built-up  Area,Ready To Move,2 BHK,YCnce R,1110,2,1,40,Bowenpally
Plot  Area,Ready To Move,3 Bedroom,CoiewSy,1500,3,2,149,Bowenpally
Built-up  Area,Ready To Move,2 BHK,Blisera,1075,2,1,60,Bowenpally
Plot  Area,Ready To Move,6 Bedroom,,1500,6,,240,Bowenpally
Super built-up  Area,Ready To Move,2 BHK,Srconor,1200,2,2,58,Bowenpally
Super built-up  Area,Ready To Move,2 BHK,,1115,2,1,40,Bowenpally
Super built-up  Area,18-May,3 BHK,SRidsrc,1594,3,,125,Bowenpally
Super built-up  Area,Ready To Move,2 BHK,,1100,2,2,49,Bowenpally
Plot  Area,Ready To Move,2 Bedroom,,600,3,2,85,Bowenpally
Super built-up  Area,18-Jul,1 BHK,SunceEs,645,1,1,16.45,Bowenpally
Super built-up  Area,Ready To Move,2 BHK,GKityel,1143,2,1,55,Bowenpally
Super built-up  Area,Ready To Move,3 BHK,R ra  R,1922,3,3,106,Bowenpally
Super built-up  Area,Ready To Move,2 BHK,SVodsve,1295,2,2,95,Bowenpally
Built-up  Area,Ready To Move,2 BHK,Solle V,940,2,2,49,Bowenpally
Super built-up  Area,Ready To Move,2 BHK,,938,2,0,35,Bowenpally
Super built-up  Area,Ready To Move,3 BHK,DiamiSa,1560,2,2,65,Bowenpally
Super built-up  Area,Ready To Move,3 BHK,SLnssPr,1285,2,2,44.98,Bowenpally
Built-up  Area,Ready To Move,4 Bedroom,,1200,3,0,110,Bowenpally
Super built-up  Area,18-Aug,2 BHK,Prarkun,1128,2,1,65.7,Bowenpally
Built-up  Area,18-Jul,3 BHK,,2000,3,1,145,Bowenpally
Built-up  Area,Ready To Move,2 BHK,VRdelit,1277,2,2,59,Bowenpally
Plot  Area,Ready To Move,8 Bedroom,,1500,8,2,150,Bowenpally
Super built-up  Area,Ready To Move,3 BHK,MJinele,1173,2,2,45.75,Bowenpally
Plot  Area,18-May,5 Bedroom,,2400,5,3,285,Bowenpally
Super built-up  Area,Ready To Move,3 BHK,LeDuvMy,2880,3,2,501,Bowenpally
Super built-up  Area,Ready To Move,2 BHK,Prldsri,929,2,1,56,Bowenpally
Super built-up  Area,Ready To Move,3 BHK,IBityin,1678,3,,92.13,Bowenpally
Super built-up  Area,Ready To Move,2 BHK,MJeusyl,1198,2,1,54,Bowenpally
Super built-up  Area,18-Dec,2 BHK,Soresea,1012,2,1,64,Bowenpally
Super built-up  Area,18-Dec,2 BHK,AMAKS O,937,2,1,30,Bowenpally
Super built-up  Area,19-Apr,3 BHK,CLdiaAr,1404,2,0,53.35,Bowenpally
Super built-up  Area,Ready To Move,2 BHK,,990,2,3,35,Bowenpally
Plot  Area,Ready To Move,3 Bedroom,,1200,2,1,100,Bowenpally
Super built-up  Area,Ready To Move,3 BHK,Krtonwe,2000,3,2,105,Bowenpally
Built-up  Area,Ready To Move,1 BHK,,650,1,3,500,Bowenpally
Super built-up  Area,Ready To Move,3 BHK,Arldsyo,1484,2,,65,Bowenpally
Super built-up  Area,Ready To Move,3 BHK,CoLeoen,1457,3,3,85,Bowenpally
Plot  Area,Ready To Move,3 Bedroom,,2700,3,0,500,Bowenpally
Super built-up  Area,Ready To Move,2 BHK,,1100,2,1,68,Bowenpally
Plot  Area,18-Apr,4 Bedroom,,600,4,2,87,Bowenpally
Super built-up  Area,Ready To Move,3 BHK,Prldsri,1278,2,2,59,Bowenpally
Super built-up  Area,Ready To Move,2 BHK,,1250,2,2,47,Bowenpally
Super built-up  Area,Ready To Move,2 BHK,RailsDa,870,2,2,38,Bowenpally
Super built-up  Area,18-Mar,3 BHK,SNontle,2600,3,2,199,Bowenpally
Super built-up  Area,Ready To Move,2 BHK,,1000,2,2,40,Bowenpally
Super built-up  Area,Ready To Move,2 BHK,,1194,2,2,47,Bowenpally
Super built-up  Area,19-Mar,2 BHK,Bhe 2ko,1183,2,1,77.25,Bowenpally
Plot  Area,Ready To Move,3 Bedroom,,2400,2,0,360,Bowenpally
Plot  Area,Ready To Move,4 Bedroom,,3293,5,2,425,Bowenpally
Plot  Area,Ready To Move,2 Bedroom,,900,2,0,128,Bowenpally
Super built-up  Area,Ready To Move,3 BHK,,1550,3,3,64.7,Bowenpally
Super built-up  Area,18-Apr,2 BHK,MNtha A,1161,2,3,36.69,Bowenpally
Plot  Area,18-Apr,2 Bedroom,,1000,2,1,55,Bowenpally
Super built-up  Area,18-Jul,2 BHK,Mahesr ,1364,2,1,64.79,Bowenpally
Built-up  Area,Ready To Move,2 BHK,GMown E,770,1,1,35,Bowenpally
Super built-up  Area,18-Apr,3 BHK,,1310,3,1,63.22,Bowenpally
Super built-up  Area,19-Dec,4 BHK,Caycend,2041 - 2090,4,0,91.915,Bowenpally
Super built-up  Area,Ready To Move,3 BHK,SuanaNa,1325,2,1,47,Bowenpally
Carpet  Area,Ready To Move,2 BHK,Shionya,1057,2,2,30,Bowenpally
Super built-up  Area,Ready To Move,3 BHK,Goandn ,1825,3,2,145,Bowenpally
Super built-up  Area,Ready To Move,2 BHK,,1027,2,2,44,Bowenpally
Super built-up  Area,Ready To Move,2 BHK,Srsica ,991,2,0,64,Bowenpally
Super built-up  Area,Ready To Move,2 BHK,DSingSt,1738,2,1,57.35,Bowenpally
Super built-up  Area,Ready To Move,2 BHK,NCensun,1180,2,2,72,Bowenpally
Super built-up  Area,Ready To Move,2 BHK,SMuilan,1187,2,1,38,Bowenpally
Built-up  Area,Ready To Move,2 BHK,Soarkge,1450,2,2,90,Bowenpally
Built-up  Area,Ready To Move,3 BHK,,2040,3,2,114,Bowenpally
Super built-up  Area,Ready To Move,2 BHK,,1179,2,1,51,Bowenpally
Built-up  Area,Ready To Move,2 BHK,Prdhue ,1322,2,3,70,Bowenpally
Super built-up  Area,18-Jul,2 BHK,Plowsri,1170,2,2,53.11,Bowenpally
Plot  Area,Ready To Move,4 Bedroom,,1000,5,2,200,Bowenpally
Super built-up  Area,Ready To Move,2 BHK,GMown E,1070,2,1,55,Bowenpally
Super built-up  Area,Ready To Move,3 BHK,Brway G,1720,3,2,224,Bowenpally
Super built-up  Area,Ready To Move,2 BHK,,760,2,2,38.5,Bowenpally
Super built-up  Area,Ready To Move,4 BHK,Shinei ,1800,3,2,82,Bowenpally
Super built-up  Area,Ready To Move,2 BHK,MKllei ,1155,2,2,39,Bowenpally
Built-up  Area,18-Dec,3 BHK,,1400,2,1,40.43,Bowenpally
Super built-up  Area,18-May,2 BHK,CMoneoo,1100,2,1,62,Bowenpally
Super built-up  Area,18-Jun,2 BHK,ARipsul,1074,2,1,42.8,Bowenpally
Built-up  Area,Ready To Move,4 BHK,ImiteEl,5000,4,,300,Bowenpally
Plot  Area,Ready To Move,3 Bedroom,Corix B,2172,3,0,100,Bowenpally
Super built-up  Area,Ready To Move,2 BHK,Sonviik,1116,2,3,51.91,Bowenpally
Super built-up  Area,Ready To Move,2 BHK,Prncyrn,1197,2,1,76,Bowenpally
Built-up  Area,Ready To Move,4 Bedroom,Theanmp,3250,4,2,136,Bowenpally
Plot  Area,Ready To Move,9 Bedroom,,960,5,2,130,Bowenpally
Super built-up  Area,Ready To Move,3 BHK,Ascid P,1814,3,3,63,Bowenpally
Super built-up  Area,18-Apr,2 BHK,,1085,2,2,34.2,Bowenpally
Built-up  Area,18-Jul,3 BHK,Sryalan,1400,2,2,40.44,Bowenpally
Super built-up  Area,Ready To Move,3 BHK,JRrnauv,1570,3,2,68,Bowenpally
Super built-up  Area,Ready To Move,2 BHK,Baowsig,950,2,1,60,Bowenpally
Plot  Area,Ready To Move,4 Bedroom,,350,3,1,45,Bowenpally
Super built-up  Area,18-Dec,3 BHK,Sosisic,142.84Sq. Meter,3,1,110,Bowenpally
Super built-up  Area,Ready To Move,2 BHK,Gencysi,1260,2,1,100,Bowenpally
Plot  Area,Ready To Move,6 Bedroom,,1200,6,0,85,Bowenpally
Super built-up  Area,Ready To Move,3 BHK,,1900,3,2,85,Bowenpally
Super built-up  Area,20-Dec,2 BHK,Oreldhi,1173,2,1,78.2,Bowenpally
Super built-up  Area,21-Jul,3 BHK,G ceses,1605,3,2,260,Bowenpally
Built-up  Area,Ready To Move,3 BHK,Siourpl,1425,1,0,54,Bowenpally
Super built-up  Area,Ready To Move,3 BHK,SiineSu,1667,3,,130,Bowenpally
Super built-up  Area,Ready To Move,3 BHK,AdentEl,1660,2,2,105,Kakaguda
Plot  Area,Ready To Move,5 Bedroom,,600,3,2,85,Kakaguda
Built-up  Area,Ready To Move,2 BHK,,883,2,1,45,Kakaguda
Built-up  Area,Ready To Move,2 BHK,HovasTe,930,2,2,39,Kakaguda
Built-up  Area,Ready To Move,2 BHK,,1100,2,2,50,Kakaguda
Super built-up  Area,Ready To Move,2 BHK,Icncy R,1056,2,1,80,Kakaguda
Built-up  Area,18-Mar,4 BHK,SNnia E,3385,5,,260,Kakaguda
Super built-up  Area,Ready To Move,2 BHK,,1279,2,1,77,Kakaguda
Super built-up  Area,18-Jun,3 BHK,,1630,3,2,194,Kakaguda
Super built-up  Area,Ready To Move,2 BHK,Kesomrn,1282,2,2,87,Kakaguda
Super built-up  Area,Ready To Move,3 BHK,Saite G,1315,2,1,54.8,Kakaguda
Super built-up  Area,Ready To Move,2 BHK,Saersel,1225,2,2,55.11,Kakaguda
Super built-up  Area,Ready To Move,3 BHK,TGjraVa,1484,3,2,52.5,Kakaguda
Super built-up  Area,Ready To Move,2 BHK,RInceeg,1140,2,2,43,Kakaguda
Super built-up  Area,18-Dec,2 BHK,BSlasin,1330,2,1,71,Kakaguda
Super built-up  Area,Ready To Move,2 BHK,Baowsig,950,2,1,39,Kakaguda
Built-up  Area,Ready To Move,3 BHK,Esale O,1300,2,0,60,Kakaguda
Plot  Area,Ready To Move,3 Bedroom,CoiewSy,1500Sq. Meter,3,1,95,Kakaguda
Built-up  Area,Ready To Move,2 Bedroom,,1800,1,1,128,Kakaguda
Super built-up  Area,Ready To Move,3 BHK,,1480,3,2,90,Kakaguda
Super built-up  Area,18-Jun,1 BHK,,500,2,2,14,Kakaguda
Super built-up  Area,Ready To Move,3 BHK,,2350,3,3,300,Kakaguda
Built-up  Area,Ready To Move,3 BHK,SVyam N,1525,3,1,100,Kakaguda
Super built-up  Area,Ready To Move,2 BHK,SNity S,1255,2,2,65.26,Kakaguda
Built-up  Area,Ready To Move,3 BHK,,1000,2,0,110,Kakaguda
Super built-up  Area,Ready To Move,2 BHK,Rakulai,1170,2,3,105,Kakaguda
Built-up  Area,Ready To Move,2 BHK,Skarkev,1030,2,3,61,Kakaguda
Super built-up  Area,Ready To Move,3 BHK,Somumys,1847,3,2,110,Kakaguda
Super built-up  Area,Ready To Move,3 BHK,Puestol,1843,3,2,95.84,Kakaguda
Built-up  Area,Ready To Move,2 BHK,GaicaVe,1015,2,1,56,Kakaguda
Super built-up  Area,Ready To Move,3 BHK,,1570,3,3,68,Kakaguda
Plot  Area,Ready To Move,3 Bedroom,,1500,2,1,200,Kakaguda
Plot  Area,Ready To Move,3 Bedroom,,1200,2,0,62,Kakaguda
Carpet  Area,Ready To Move,3 BHK,Gonorir,1875,3,1,180,Kakaguda
Plot  Area,18-Dec,3 Bedroom,,1500,3,1,71.8,Kakaguda
Super built-up  Area,18-Apr,3 BHK,,2500,3,,270,Kakaguda
Super built-up  Area,21-May,2 BHK,GolusLi,1090,2,1,54.54,Kakaguda
Super built-up  Area,Ready To Move,3 BHK,Maity W,1290,2,1,94.5,Kakaguda
Super built-up  Area,Ready To Move,3 BHK,Soiewre,1682,3,1,120,Kakaguda
Super built-up  Area,Ready To Move,2 BHK,Srrnasa,1027,2,2,43,Kakaguda
Super built-up  Area,Ready To Move,4 BHK,,3895,4,2,405,Kakaguda
Super built-up  Area,18-Feb,2 BHK,,1000,2,1,65.3,Kakaguda
Super built-up  Area,18-Jan,3 BHK,,167Sq. Meter,3,2,10,Kakaguda
Super built-up  Area,Ready To Move,2 BHK,GrrvaGr,1128,2,1,48.79,Kakaguda
Super built-up  Area,Ready To Move,2 BHK,SJityaz,1308,2,1,83,Kakaguda
Super built-up  Area,Ready To Move,3 BHK,Somumys,1790,3,2,105,Kakaguda
Super built-up  Area,Ready To Move,4 BHK,DNionfl,2725 - 3250,5,0,191,Kakaguda
Built-up  Area,Ready To Move,5 Bedroom,,2500,5,2,120,Kakaguda
Built-up  Area,19-Mar,4 BHK,,3900,4,,333,Kakaguda
Super built-up  Area,Ready To Move,3 BHK,SaireSa,1936,3,1,118,Kakaguda
Super built-up  Area,Ready To Move,2 BHK,Bhmesy ,965,2,1,67,Kakaguda
Super built-up  Area,17-Oct,2 BHK,Bhmesy ,1098,2,1,74,Kakaguda
Built-up  Area,Ready To Move,2 BHK,MaeamSu,1280,2,2,80,Kakaguda
Super built-up  Area,Ready To Move,1 BHK,,450,1,1,25,Kakaguda
Plot  Area,Ready To Move,2 Bedroom,,2800,2,0,650,Kakaguda
Super built-up  Area,Ready To Move,3 BHK,,2100,3,,252,Kakaguda
Super built-up  Area,Ready To Move,2 BHK,Prtanha,1418,2,2,104,Kakaguda
Built-up  Area,Ready To Move,2 BHK,,850,2,0,35,Kakaguda
Super built-up  Area,Ready To Move,2 BHK,,1710,2,2,200,Kakaguda
Super built-up  Area,Ready To Move,2 BHK,,1236,2,2,61.33,Kakaguda
Plot  Area,Ready To Move,4 Bedroom,,906,3,2,55,Kakaguda
Super built-up  Area,Ready To Move,3 BHK,,1445,2,1,56,Kakaguda
Super built-up  Area,18-May,2 BHK,Sryalan,1000,2,1,28.88,Kakaguda
Super built-up  Area,Ready To Move,3 BHK,Prersis,1987,4,2,165,Kakaguda
Built-up  Area,Ready To Move,4 BHK,Asuilnc,3436,5,,341,Kakaguda
Built-up  Area,Ready To Move,3 BHK,Roeekbl,1410,2,0,80,Kakaguda
Super built-up  Area,Ready To Move,2 BHK,Prsichi,1190,2,1,70,Kakaguda
Super built-up  Area,19-Dec,3 BHK,PrensKe,1469,3,1,89,Kakaguda
Built-up  Area,Ready To Move,3 BHK,PlhtsHe,1490,2,1,115,Kakaguda
Super built-up  Area,Ready To Move,2 BHK,,1050,2,3,48,Kakaguda
Built-up  Area,Ready To Move,2 BHK,,845,2,2,43,Kakaguda
Super built-up  Area,Ready To Move,3 BHK,UKe 2nz,2225,3,1,149,Kakaguda
Super built-up  Area,18-Jul,2 BHK,Puachal,1232,2,1,66,Kakaguda
Plot  Area,Ready To Move,5 Bedroom,,1800,4,1,68,Kakaguda
Plot  Area,Ready To Move,3 Bedroom,,675,3,1,70,Kakaguda
Super built-up  Area,Ready To Move,2 BHK,,1194,2,2,47,Kakaguda
Plot  Area,Ready To Move,3 Bedroom,,2400,2,3,180,Kakaguda
Built-up  Area,Ready To Move,3 BHK,Asnts a,1540,3,3,90,Kakaguda
Super built-up  Area,Ready To Move,2 BHK,Hivesdr,1040,2,2,50,Kakaguda
Super built-up  Area,Ready To Move,6 BHK,,2400,6,,98,Kakaguda
Super built-up  Area,Ready To Move,2 BHK,Pridei ,1120,2,2,50,Kakaguda
Super built-up  Area,18-May,3 BHK,Bhmesy ,1595,3,2,120,Kakaguda
Super built-up  Area,19-Jun,3 BHK,,1820,3,2,150,Kakaguda
Super built-up  Area,18-Sep,3 BHK,DSnjh S,1655,2,2,62.89,Kakaguda
Built-up  Area,Ready To Move,2 BHK,,1250,2,2,110,Kakaguda
Super built-up  Area,20-Dec,3 BHK,Shestlo,1282,3,2,178,Kakaguda
Super built-up  Area,Ready To Move,3 BHK,SJityVe,1652,3,3,110,Kakaguda
Super built-up  Area,Ready To Move,2 BHK,Shncyes,1174,2,1,47,Kakaguda
Super built-up  Area,Ready To Move,2 BHK,Brnia G,1050,2,1,75,Kakaguda
Super built-up  Area,Ready To Move,2 BHK,,1200,2,,86,Kakaguda
Plot  Area,Ready To Move,2 Bedroom,,1633,2,1,72,Kakaguda
Super built-up  Area,Ready To Move,2 BHK,,1300,2,2,78,Kakaguda
Super built-up  Area,20-Dec,2 BHK,Brens7 ,1180,2,1,59.47,Kakaguda
Built-up  Area,Ready To Move,2 BHK,,1076,2,1,50,Kakaguda
Super built-up  Area,Ready To Move,3 BHK,Isncasa,1861,3,3,92,Kakaguda
Super built-up  Area,Ready To Move,2 BHK,DRens A,1220,2,2,63,Kakaguda
Super built-up  Area,19-Oct,3 BHK,SNontle,2600,3,2,195,Kakaguda
Super built-up  Area,Ready To Move,3 BHK,Eladero,1680,3,2,122,Kakaguda
Carpet  Area,Ready To Move,2 BHK,,1489,2,0,101,Kakaguda
Super built-up  Area,Ready To Move,3 BHK,Nillsre,1626,3,3,85,Kakaguda
Super built-up  Area,Ready To Move,1 BHK,Pronyt ,662,1,0,38,Kakaguda
Super built-up  Area,Ready To Move,2 BHK,,1315,2,2,50,Kakaguda
Built-up  Area,Ready To Move,2 BHK,SwionMa,1130,2,1,75,Kakaguda
Super built-up  Area,Ready To Move,2 BHK,,1150,2,2,72,Kakaguda
Super built-up  Area,Ready To Move,2 BHK,MRvar S,1084,2,1,53,Kakaguda
Super built-up  Area,Ready To Move,3 BHK,Prtanha,2215,4,2,154,Kakaguda
Super built-up  Area,Ready To Move,2 BHK,RatosAr,1255 - 1375,2,0,60.48,Kakaguda
Super built-up  Area,Ready To Move,2 BHK,,1160,2,2,57,Kakaguda
Built-up  Area,Ready To Move,2 BHK,,1420,2,1,62,Kakaguda
Built-up  Area,Ready To Move,3 BHK,Prentra,1450,2,1,90,Kakaguda
Plot  Area,Ready To Move,5 Bedroom,Brersld,2400,5,1,150,Kakaguda
Built-up  Area,Ready To Move,4 Bedroom,Goodsrb,3675,4,3,176,Kakaguda
Plot  Area,Ready To Move,4 Bedroom,Thessrm,5000,4,2,536,Kakaguda
Super built-up  Area,Ready To Move,3 BHK,,1436,2,2,75,Kakaguda
Super built-up  Area,18-Apr,2 BHK,,1000,2,1,29.95,Kakaguda
Super built-up  Area,Ready To Move,1 BHK,,1200,1,0,65,Kakaguda
Super built-up  Area,Ready To Move,3 BHK,Brony H,1820,3,2,140,Kakaguda
Plot  Area,18-Jul,2 Bedroom,,1200,2,1,46.13,Kakaguda
Built-up  Area,Ready To Move,3 BHK,,2150,3,3,240,Kakaguda
Super built-up  Area,Ready To Move,6 BHK,Essic C,3800,6,,390,Kakaguda
Super built-up  Area,Ready To Move,2 BHK,HMinebo,1192,2,3,75,Kakaguda
Super built-up  Area,20-Dec,1 BHK,Pruthg ,644,1,1,32,Kakaguda
Super built-up  Area,Ready To Move,2 BHK,Prarat ,1050,2,3,43,Kakaguda
Super built-up  Area,Ready To Move,2 BHK,,1152,2,2,55,Kakaguda
Built-up  Area,Ready To Move,3 BHK,Malah A,1400,3,2,98,Kakaguda
Super built-up  Area,Ready To Move,1 BHK,Bhmesy ,760,1,2,50.4,Kakaguda
Built-up  Area,Ready To Move,4 Bedroom,,2100,3,1,147,Kakaguda
Built-up  Area,Ready To Move,8 Bedroom,,1150,8,,70,Kakaguda
Super built-up  Area,18-May,3 BHK,,1250,3,2,54,Kakaguda
Plot  Area,Ready To Move,3 Bedroom,,875,3,1,115,Kakaguda
Super built-up  Area,Ready To Move,2 BHK,Dhalsh ,1215,2,1,43.75,Kakaguda
Plot  Area,Ready To Move,7 Bedroom,,1875,5,1,192,Kakaguda
Plot  Area,Ready To Move,5 Bedroom,,600,3,0,140,Kakaguda
Built-up  Area,Ready To Move,2 BHK,KHityry,740,1,1,22,Kakaguda
Super built-up  Area,Ready To Move,2 BHK,Myhrie ,1190,2,1,55,Kakaguda
